# pos.x pos.y pos.z volume rho vel.x vel.y vel.z p a mu k[0] mu_t k_t S tke omega massf[0] e[0] T[0] 
0.000000e+00 0.000000e+00 1.424588e-04 2.084592e-08 1.734943e-01 4.639208e+02 3.902717e-02 0.000000e+00 1.028441e+04 2.880798e+02 1.365339e-05 1.848704e-02 1.904246e-04 2.149707e-01 0.000000e+00 2.430052e+03 2.215001e+06 1.000000e+00 1.481968e+05 2.065002e+02
0.000000e+00 0.000000e+00 1.424588e-04 2.080455e-08 1.736713e-01 4.642292e+02 3.640911e-02 0.000000e+00 1.028840e+04 2.879887e+02 1.364605e-05 1.847553e-02 1.907262e-04 2.153112e-01 0.000000e+00 2.431797e+03 2.215343e+06 1.000000e+00 1.481030e+05 2.063696e+02
0.000000e+00 0.000000e+00 1.424588e-04 2.084592e-08 1.734943e-01 4.639208e+02 3.902717e-02 0.000000e+00 1.028441e+04 2.880798e+02 1.365339e-05 1.848704e-02 1.904246e-04 2.149707e-01 0.000000e+00 2.430052e+03 2.215001e+06 1.000000e+00 1.481968e+05 2.065002e+02
0.000000e+00 0.000000e+00 1.424588e-04 2.080455e-08 1.736713e-01 4.642292e+02 3.640911e-02 0.000000e+00 1.028840e+04 2.879887e+02 1.364605e-05 1.847553e-02 1.907262e-04 2.153112e-01 0.000000e+00 2.431797e+03 2.215343e+06 1.000000e+00 1.481030e+05 2.063696e+02
0.000000e+00 0.000000e+00 1.424588e-04 2.084592e-08 1.734943e-01 4.639208e+02 3.902717e-02 0.000000e+00 1.028441e+04 2.880798e+02 1.365339e-05 1.848704e-02 1.904246e-04 2.149707e-01 0.000000e+00 2.430052e+03 2.215001e+06 1.000000e+00 1.481968e+05 2.065002e+02
0.000000e+00 0.000000e+00 1.424588e-04 2.080455e-08 1.736713e-01 4.642292e+02 3.640911e-02 0.000000e+00 1.028840e+04 2.879887e+02 1.364605e-05 1.847553e-02 1.907262e-04 2.153112e-01 0.000000e+00 2.431797e+03 2.215343e+06 1.000000e+00 1.481030e+05 2.063696e+02
0.000000e+00 0.000000e+00 1.424588e-04 2.084592e-08 1.734943e-01 4.639208e+02 3.902717e-02 0.000000e+00 1.028441e+04 2.880798e+02 1.365339e-05 1.848704e-02 1.904246e-04 2.149707e-01 0.000000e+00 2.430052e+03 2.215001e+06 1.000000e+00 1.481968e+05 2.065002e+02
0.000000e+00 0.000000e+00 1.424588e-04 2.080455e-08 1.736713e-01 4.642292e+02 3.640911e-02 0.000000e+00 1.028840e+04 2.879887e+02 1.364605e-05 1.847553e-02 1.907262e-04 2.153112e-01 0.000000e+00 2.431797e+03 2.215343e+06 1.000000e+00 1.481030e+05 2.063696e+02
0.000000e+00 0.000000e+00 1.424588e-04 2.084592e-08 1.734943e-01 4.639208e+02 3.902717e-02 0.000000e+00 1.028441e+04 2.880798e+02 1.365339e-05 1.848704e-02 1.904246e-04 2.149707e-01 0.000000e+00 2.430052e+03 2.215001e+06 1.000000e+00 1.481968e+05 2.065002e+02
0.000000e+00 0.000000e+00 1.424588e-04 2.080455e-08 1.736713e-01 4.642292e+02 3.640911e-02 0.000000e+00 1.028840e+04 2.879887e+02 1.364605e-05 1.847553e-02 1.907262e-04 2.153112e-01 0.000000e+00 2.431797e+03 2.215343e+06 1.000000e+00 1.481030e+05 2.063696e+02
0.000000e+00 0.000000e+00 1.424588e-04 2.084592e-08 1.734943e-01 4.639208e+02 3.902717e-02 0.000000e+00 1.028441e+04 2.880798e+02 1.365339e-05 1.848704e-02 1.904246e-04 2.149707e-01 0.000000e+00 2.430052e+03 2.215001e+06 1.000000e+00 1.481968e+05 2.065002e+02
0.000000e+00 0.000000e+00 1.424588e-04 2.080455e-08 1.736713e-01 4.642292e+02 3.640911e-02 0.000000e+00 1.028840e+04 2.879887e+02 1.364605e-05 1.847553e-02 1.907262e-04 2.153112e-01 0.000000e+00 2.431797e+03 2.215343e+06 1.000000e+00 1.481030e+05 2.063696e+02
0.000000e+00 0.000000e+00 1.424588e-04 2.084592e-08 1.734943e-01 4.639208e+02 3.902717e-02 0.000000e+00 1.028441e+04 2.880798e+02 1.365339e-05 1.848704e-02 1.904246e-04 2.149707e-01 0.000000e+00 2.430052e+03 2.215001e+06 1.000000e+00 1.481968e+05 2.065002e+02
0.000000e+00 0.000000e+00 1.424588e-04 2.080455e-08 1.736713e-01 4.642292e+02 3.640911e-02 0.000000e+00 1.028840e+04 2.879887e+02 1.364605e-05 1.847553e-02 1.907262e-04 2.153112e-01 0.000000e+00 2.431797e+03 2.215343e+06 1.000000e+00 1.481030e+05 2.063696e+02
0.000000e+00 0.000000e+00 1.424588e-04 2.084592e-08 1.734943e-01 4.639208e+02 3.902717e-02 0.000000e+00 1.028441e+04 2.880798e+02 1.365339e-05 1.848704e-02 1.904246e-04 2.149707e-01 0.000000e+00 2.430052e+03 2.215001e+06 1.000000e+00 1.481968e+05 2.065002e+02
0.000000e+00 0.000000e+00 1.424588e-04 2.080455e-08 1.736713e-01 4.642292e+02 3.640911e-02 0.000000e+00 1.028840e+04 2.879887e+02 1.364605e-05 1.847553e-02 1.907262e-04 2.153112e-01 0.000000e+00 2.431797e+03 2.215343e+06 1.000000e+00 1.481030e+05 2.063696e+02
0.000000e+00 0.000000e+00 1.424588e-04 2.084592e-08 1.734943e-01 4.639208e+02 3.902717e-02 0.000000e+00 1.028441e+04 2.880798e+02 1.365339e-05 1.848704e-02 1.904246e-04 2.149707e-01 0.000000e+00 2.430052e+03 2.215001e+06 1.000000e+00 1.481968e+05 2.065002e+02
0.000000e+00 0.000000e+00 1.424588e-04 2.080455e-08 1.736713e-01 4.642292e+02 3.640911e-02 0.000000e+00 1.028840e+04 2.879887e+02 1.364605e-05 1.847553e-02 1.907262e-04 2.153112e-01 0.000000e+00 2.431797e+03 2.215343e+06 1.000000e+00 1.481030e+05 2.063696e+02
0.000000e+00 0.000000e+00 1.424588e-04 2.084592e-08 1.734943e-01 4.639208e+02 3.902717e-02 0.000000e+00 1.028441e+04 2.880798e+02 1.365339e-05 1.848704e-02 1.904246e-04 2.149707e-01 0.000000e+00 2.430052e+03 2.215001e+06 1.000000e+00 1.481968e+05 2.065002e+02
0.000000e+00 0.000000e+00 1.424588e-04 2.080455e-08 1.736713e-01 4.642292e+02 3.640911e-02 0.000000e+00 1.028840e+04 2.879887e+02 1.364605e-05 1.847553e-02 1.907262e-04 2.153112e-01 0.000000e+00 2.431797e+03 2.215343e+06 1.000000e+00 1.481030e+05 2.063696e+02
0.000000e+00 0.000000e+00 1.424588e-04 2.084592e-08 1.734943e-01 4.639208e+02 3.902717e-02 0.000000e+00 1.028441e+04 2.880798e+02 1.365339e-05 1.848704e-02 1.904246e-04 2.149707e-01 0.000000e+00 2.430052e+03 2.215001e+06 1.000000e+00 1.481968e+05 2.065002e+02
0.000000e+00 0.000000e+00 1.424588e-04 2.080455e-08 1.736713e-01 4.642292e+02 3.640911e-02 0.000000e+00 1.028840e+04 2.879887e+02 1.364605e-05 1.847553e-02 1.907262e-04 2.153112e-01 0.000000e+00 2.431797e+03 2.215343e+06 1.000000e+00 1.481030e+05 2.063696e+02
0.000000e+00 0.000000e+00 1.424588e-04 2.084592e-08 1.734943e-01 4.639208e+02 3.902717e-02 0.000000e+00 1.028441e+04 2.880798e+02 1.365339e-05 1.848704e-02 1.904246e-04 2.149707e-01 0.000000e+00 2.430052e+03 2.215001e+06 1.000000e+00 1.481968e+05 2.065002e+02
0.000000e+00 0.000000e+00 1.424588e-04 2.080455e-08 1.736713e-01 4.642292e+02 3.640911e-02 0.000000e+00 1.028840e+04 2.879887e+02 1.364605e-05 1.847553e-02 1.907262e-04 2.153112e-01 0.000000e+00 2.431797e+03 2.215343e+06 1.000000e+00 1.481030e+05 2.063696e+02
0.000000e+00 0.000000e+00 1.424588e-04 2.084592e-08 1.734943e-01 4.639208e+02 3.902717e-02 0.000000e+00 1.028441e+04 2.880798e+02 1.365339e-05 1.848704e-02 1.904246e-04 2.149707e-01 0.000000e+00 2.430052e+03 2.215001e+06 1.000000e+00 1.481968e+05 2.065002e+02
0.000000e+00 0.000000e+00 1.424588e-04 2.080455e-08 1.736713e-01 4.642292e+02 3.640911e-02 0.000000e+00 1.028840e+04 2.879887e+02 1.364605e-05 1.847553e-02 1.907262e-04 2.153112e-01 0.000000e+00 2.431797e+03 2.215343e+06 1.000000e+00 1.481030e+05 2.063696e+02
0.000000e+00 0.000000e+00 1.424588e-04 2.084592e-08 1.734943e-01 4.639208e+02 3.902717e-02 0.000000e+00 1.028441e+04 2.880798e+02 1.365339e-05 1.848704e-02 1.904246e-04 2.149707e-01 0.000000e+00 2.430052e+03 2.215001e+06 1.000000e+00 1.481968e+05 2.065002e+02
0.000000e+00 0.000000e+00 1.424588e-04 2.080455e-08 1.736713e-01 4.642292e+02 3.640911e-02 0.000000e+00 1.028840e+04 2.879887e+02 1.364605e-05 1.847553e-02 1.907262e-04 2.153112e-01 0.000000e+00 2.431797e+03 2.215343e+06 1.000000e+00 1.481030e+05 2.063696e+02
0.000000e+00 0.000000e+00 1.424588e-04 2.084592e-08 1.734943e-01 4.639208e+02 3.902717e-02 0.000000e+00 1.028441e+04 2.880798e+02 1.365339e-05 1.848704e-02 1.904246e-04 2.149707e-01 0.000000e+00 2.430052e+03 2.215001e+06 1.000000e+00 1.481968e+05 2.065002e+02
0.000000e+00 0.000000e+00 1.424588e-04 2.080455e-08 1.736713e-01 4.642292e+02 3.640911e-02 0.000000e+00 1.028840e+04 2.879887e+02 1.364605e-05 1.847553e-02 1.907262e-04 2.153112e-01 0.000000e+00 2.431797e+03 2.215343e+06 1.000000e+00 1.481030e+05 2.063696e+02
0.000000e+00 0.000000e+00 1.424588e-04 2.084592e-08 1.734943e-01 4.639208e+02 3.902717e-02 0.000000e+00 1.028441e+04 2.880798e+02 1.365339e-05 1.848704e-02 1.904246e-04 2.149707e-01 0.000000e+00 2.430052e+03 2.215001e+06 1.000000e+00 1.481968e+05 2.065002e+02
0.000000e+00 0.000000e+00 1.424588e-04 2.080455e-08 1.736713e-01 4.642292e+02 3.640911e-02 0.000000e+00 1.028840e+04 2.879887e+02 1.364605e-05 1.847553e-02 1.907262e-04 2.153112e-01 0.000000e+00 2.431797e+03 2.215343e+06 1.000000e+00 1.481030e+05 2.063696e+02
0.000000e+00 0.000000e+00 1.552292e-04 2.240530e-08 1.764341e-01 4.720279e+02 4.505498e-02 0.000000e+00 1.028453e+04 2.856725e+02 1.345966e-05 1.818351e-02 2.135671e-04 2.410962e-01 0.000000e+00 2.387652e+03 1.974231e+06 1.000000e+00 1.457307e+05 2.030640e+02
0.000000e+00 0.000000e+00 1.552292e-04 2.236083e-08 1.766190e-01 4.723383e+02 4.219787e-02 0.000000e+00 1.028853e+04 2.855784e+02 1.345210e-05 1.817167e-02 2.138948e-04 2.414661e-01 0.000000e+00 2.389252e+03 1.974593e+06 1.000000e+00 1.456347e+05 2.029303e+02
0.000000e+00 0.000000e+00 1.552292e-04 2.240530e-08 1.764341e-01 4.720279e+02 4.505498e-02 0.000000e+00 1.028453e+04 2.856725e+02 1.345966e-05 1.818351e-02 2.135671e-04 2.410962e-01 0.000000e+00 2.387652e+03 1.974231e+06 1.000000e+00 1.457307e+05 2.030640e+02
0.000000e+00 0.000000e+00 1.552292e-04 2.236083e-08 1.766190e-01 4.723383e+02 4.219787e-02 0.000000e+00 1.028853e+04 2.855784e+02 1.345210e-05 1.817167e-02 2.138948e-04 2.414661e-01 0.000000e+00 2.389252e+03 1.974593e+06 1.000000e+00 1.456347e+05 2.029303e+02
0.000000e+00 0.000000e+00 1.552292e-04 2.240530e-08 1.764341e-01 4.720279e+02 4.505498e-02 0.000000e+00 1.028453e+04 2.856725e+02 1.345966e-05 1.818351e-02 2.135671e-04 2.410962e-01 0.000000e+00 2.387652e+03 1.974231e+06 1.000000e+00 1.457307e+05 2.030640e+02
0.000000e+00 0.000000e+00 1.552292e-04 2.236083e-08 1.766190e-01 4.723383e+02 4.219787e-02 0.000000e+00 1.028853e+04 2.855784e+02 1.345210e-05 1.817167e-02 2.138948e-04 2.414661e-01 0.000000e+00 2.389252e+03 1.974593e+06 1.000000e+00 1.456347e+05 2.029303e+02
0.000000e+00 0.000000e+00 1.552292e-04 2.240530e-08 1.764341e-01 4.720279e+02 4.505498e-02 0.000000e+00 1.028453e+04 2.856725e+02 1.345966e-05 1.818351e-02 2.135671e-04 2.410962e-01 0.000000e+00 2.387652e+03 1.974231e+06 1.000000e+00 1.457307e+05 2.030640e+02
0.000000e+00 0.000000e+00 1.552292e-04 2.236083e-08 1.766190e-01 4.723383e+02 4.219787e-02 0.000000e+00 1.028853e+04 2.855784e+02 1.345210e-05 1.817167e-02 2.138948e-04 2.414661e-01 0.000000e+00 2.389252e+03 1.974593e+06 1.000000e+00 1.456347e+05 2.029303e+02
0.000000e+00 0.000000e+00 1.552292e-04 2.240530e-08 1.764341e-01 4.720279e+02 4.505498e-02 0.000000e+00 1.028453e+04 2.856725e+02 1.345966e-05 1.818351e-02 2.135671e-04 2.410962e-01 0.000000e+00 2.387652e+03 1.974231e+06 1.000000e+00 1.457307e+05 2.030640e+02
0.000000e+00 0.000000e+00 1.552292e-04 2.236083e-08 1.766190e-01 4.723383e+02 4.219787e-02 0.000000e+00 1.028853e+04 2.855784e+02 1.345210e-05 1.817167e-02 2.138948e-04 2.414661e-01 0.000000e+00 2.389252e+03 1.974593e+06 1.000000e+00 1.456347e+05 2.029303e+02
0.000000e+00 0.000000e+00 1.552292e-04 2.240530e-08 1.764341e-01 4.720279e+02 4.505498e-02 0.000000e+00 1.028453e+04 2.856725e+02 1.345966e-05 1.818351e-02 2.135671e-04 2.410962e-01 0.000000e+00 2.387652e+03 1.974231e+06 1.000000e+00 1.457307e+05 2.030640e+02
0.000000e+00 0.000000e+00 1.552292e-04 2.236083e-08 1.766190e-01 4.723383e+02 4.219787e-02 0.000000e+00 1.028853e+04 2.855784e+02 1.345210e-05 1.817167e-02 2.138948e-04 2.414661e-01 0.000000e+00 2.389252e+03 1.974593e+06 1.000000e+00 1.456347e+05 2.029303e+02
0.000000e+00 0.000000e+00 1.552292e-04 2.240530e-08 1.764341e-01 4.720279e+02 4.505498e-02 0.000000e+00 1.028453e+04 2.856725e+02 1.345966e-05 1.818351e-02 2.135671e-04 2.410962e-01 0.000000e+00 2.387652e+03 1.974231e+06 1.000000e+00 1.457307e+05 2.030640e+02
0.000000e+00 0.000000e+00 1.552292e-04 2.236083e-08 1.766190e-01 4.723383e+02 4.219787e-02 0.000000e+00 1.028853e+04 2.855784e+02 1.345210e-05 1.817167e-02 2.138948e-04 2.414661e-01 0.000000e+00 2.389252e+03 1.974593e+06 1.000000e+00 1.456347e+05 2.029303e+02
0.000000e+00 0.000000e+00 1.552292e-04 2.240530e-08 1.764341e-01 4.720279e+02 4.505498e-02 0.000000e+00 1.028453e+04 2.856725e+02 1.345966e-05 1.818351e-02 2.135671e-04 2.410962e-01 0.000000e+00 2.387652e+03 1.974231e+06 1.000000e+00 1.457307e+05 2.030640e+02
0.000000e+00 0.000000e+00 1.552292e-04 2.236083e-08 1.766190e-01 4.723383e+02 4.219787e-02 0.000000e+00 1.028853e+04 2.855784e+02 1.345210e-05 1.817167e-02 2.138948e-04 2.414661e-01 0.000000e+00 2.389252e+03 1.974593e+06 1.000000e+00 1.456347e+05 2.029303e+02
0.000000e+00 0.000000e+00 1.552292e-04 2.240530e-08 1.764341e-01 4.720279e+02 4.505498e-02 0.000000e+00 1.028453e+04 2.856725e+02 1.345966e-05 1.818351e-02 2.135671e-04 2.410962e-01 0.000000e+00 2.387652e+03 1.974231e+06 1.000000e+00 1.457307e+05 2.030640e+02
0.000000e+00 0.000000e+00 1.552292e-04 2.236083e-08 1.766190e-01 4.723383e+02 4.219787e-02 0.000000e+00 1.028853e+04 2.855784e+02 1.345210e-05 1.817167e-02 2.138948e-04 2.414661e-01 0.000000e+00 2.389252e+03 1.974593e+06 1.000000e+00 1.456347e+05 2.029303e+02
0.000000e+00 0.000000e+00 1.552292e-04 2.240530e-08 1.764341e-01 4.720279e+02 4.505498e-02 0.000000e+00 1.028453e+04 2.856725e+02 1.345966e-05 1.818351e-02 2.135671e-04 2.410962e-01 0.000000e+00 2.387652e+03 1.974231e+06 1.000000e+00 1.457307e+05 2.030640e+02
0.000000e+00 0.000000e+00 1.552292e-04 2.236083e-08 1.766190e-01 4.723383e+02 4.219787e-02 0.000000e+00 1.028853e+04 2.855784e+02 1.345210e-05 1.817167e-02 2.138948e-04 2.414661e-01 0.000000e+00 2.389252e+03 1.974593e+06 1.000000e+00 1.456347e+05 2.029303e+02
0.000000e+00 0.000000e+00 1.552292e-04 2.240530e-08 1.764341e-01 4.720279e+02 4.505498e-02 0.000000e+00 1.028453e+04 2.856725e+02 1.345966e-05 1.818351e-02 2.135671e-04 2.410962e-01 0.000000e+00 2.387652e+03 1.974231e+06 1.000000e+00 1.457307e+05 2.030640e+02
0.000000e+00 0.000000e+00 1.552292e-04 2.236083e-08 1.766190e-01 4.723383e+02 4.219787e-02 0.000000e+00 1.028853e+04 2.855784e+02 1.345210e-05 1.817167e-02 2.138948e-04 2.414661e-01 0.000000e+00 2.389252e+03 1.974593e+06 1.000000e+00 1.456347e+05 2.029303e+02
0.000000e+00 0.000000e+00 1.552292e-04 2.240530e-08 1.764341e-01 4.720279e+02 4.505498e-02 0.000000e+00 1.028453e+04 2.856725e+02 1.345966e-05 1.818351e-02 2.135671e-04 2.410962e-01 0.000000e+00 2.387652e+03 1.974231e+06 1.000000e+00 1.457307e+05 2.030640e+02
0.000000e+00 0.000000e+00 1.552292e-04 2.236083e-08 1.766190e-01 4.723383e+02 4.219787e-02 0.000000e+00 1.028853e+04 2.855784e+02 1.345210e-05 1.817167e-02 2.138948e-04 2.414661e-01 0.000000e+00 2.389252e+03 1.974593e+06 1.000000e+00 1.456347e+05 2.029303e+02
0.000000e+00 0.000000e+00 1.552292e-04 2.240530e-08 1.764341e-01 4.720279e+02 4.505498e-02 0.000000e+00 1.028453e+04 2.856725e+02 1.345966e-05 1.818351e-02 2.135671e-04 2.410962e-01 0.000000e+00 2.387652e+03 1.974231e+06 1.000000e+00 1.457307e+05 2.030640e+02
0.000000e+00 0.000000e+00 1.552292e-04 2.236083e-08 1.766190e-01 4.723383e+02 4.219787e-02 0.000000e+00 1.028853e+04 2.855784e+02 1.345210e-05 1.817167e-02 2.138948e-04 2.414661e-01 0.000000e+00 2.389252e+03 1.974593e+06 1.000000e+00 1.456347e+05 2.029303e+02
0.000000e+00 0.000000e+00 1.552292e-04 2.240530e-08 1.764341e-01 4.720279e+02 4.505498e-02 0.000000e+00 1.028453e+04 2.856725e+02 1.345966e-05 1.818351e-02 2.135671e-04 2.410962e-01 0.000000e+00 2.387652e+03 1.974231e+06 1.000000e+00 1.457307e+05 2.030640e+02
0.000000e+00 0.000000e+00 1.552292e-04 2.236083e-08 1.766190e-01 4.723383e+02 4.219787e-02 0.000000e+00 1.028853e+04 2.855784e+02 1.345210e-05 1.817167e-02 2.138948e-04 2.414661e-01 0.000000e+00 2.389252e+03 1.974593e+06 1.000000e+00 1.456347e+05 2.029303e+02
0.000000e+00 0.000000e+00 1.552292e-04 2.240530e-08 1.764341e-01 4.720279e+02 4.505498e-02 0.000000e+00 1.028453e+04 2.856725e+02 1.345966e-05 1.818351e-02 2.135671e-04 2.410962e-01 0.000000e+00 2.387652e+03 1.974231e+06 1.000000e+00 1.457307e+05 2.030640e+02
0.000000e+00 0.000000e+00 1.552292e-04 2.236083e-08 1.766190e-01 4.723383e+02 4.219787e-02 0.000000e+00 1.028853e+04 2.855784e+02 1.345210e-05 1.817167e-02 2.138948e-04 2.414661e-01 0.000000e+00 2.389252e+03 1.974593e+06 1.000000e+00 1.456347e+05 2.029303e+02
0.000000e+00 0.000000e+00 1.552292e-04 2.240530e-08 1.764341e-01 4.720279e+02 4.505498e-02 0.000000e+00 1.028453e+04 2.856725e+02 1.345966e-05 1.818351e-02 2.135671e-04 2.410962e-01 0.000000e+00 2.387652e+03 1.974231e+06 1.000000e+00 1.457307e+05 2.030640e+02
0.000000e+00 0.000000e+00 1.552292e-04 2.236083e-08 1.766190e-01 4.723383e+02 4.219787e-02 0.000000e+00 1.028853e+04 2.855784e+02 1.345210e-05 1.817167e-02 2.138948e-04 2.414661e-01 0.000000e+00 2.389252e+03 1.974593e+06 1.000000e+00 1.456347e+05 2.029303e+02
0.000000e+00 0.000000e+00 1.552292e-04 2.240530e-08 1.764341e-01 4.720279e+02 4.505498e-02 0.000000e+00 1.028453e+04 2.856725e+02 1.345966e-05 1.818351e-02 2.135671e-04 2.410962e-01 0.000000e+00 2.387652e+03 1.974231e+06 1.000000e+00 1.457307e+05 2.030640e+02
0.000000e+00 0.000000e+00 1.552292e-04 2.236083e-08 1.766190e-01 4.723383e+02 4.219787e-02 0.000000e+00 1.028853e+04 2.855784e+02 1.345210e-05 1.817167e-02 2.138948e-04 2.414661e-01 0.000000e+00 2.389252e+03 1.974593e+06 1.000000e+00 1.456347e+05 2.029303e+02
0.000000e+00 0.000000e+00 1.552292e-04 2.240530e-08 1.764341e-01 4.720279e+02 4.505498e-02 0.000000e+00 1.028453e+04 2.856725e+02 1.345966e-05 1.818351e-02 2.135671e-04 2.410962e-01 0.000000e+00 2.387652e+03 1.974231e+06 1.000000e+00 1.457307e+05 2.030640e+02
0.000000e+00 0.000000e+00 1.552292e-04 2.236083e-08 1.766190e-01 4.723383e+02 4.219787e-02 0.000000e+00 1.028853e+04 2.855784e+02 1.345210e-05 1.817167e-02 2.138948e-04 2.414661e-01 0.000000e+00 2.389252e+03 1.974593e+06 1.000000e+00 1.456347e+05 2.029303e+02
